Demand,Stock,CompetitorPrice,Season,DayTime,CustomerRating,Discount,HistoricalSales,Distance_km,SurgeMultiplier,Price
229,126,368.44,Festival,Evening Peak,4.03,0.1,104,18.15,1.378,397.39
222,170,276.23,Normal,Morning Peak,4.74,0.3,162,12.85,1.025,216.74
124,114,141.98,Normal,Night,4.1,0.1,145,5.91,1.0,130.68
282,161,194.89,Festival,Evening Peak,4.56,0.3,133,6.74,1.334,180.94
131,87,116.76,Monsoon,Night,4.15,0.0,152,2.38,1.158,121.89
106,169,116.55,Monsoon,Midday,4.52,0.1,104,5.24,1.0,113.31
137,89,59.66,Wedding,Night,3.68,0.1,135,1.31,1.181,87.98
128,254,322.32,Normal,Midday,4.81,0.3,144,17.19,1.0,278.72
96,287,280.72,Exam,Midday,3.85,0.0,102,15.12,1.0,295.53
162,119,481.48,Wedding,Night,3.76,0.3,147,24.71,1.061,385.41
192,137,409.22,Normal,Morning Peak,4.79,0.2,136,19.31,1.09,352.14
71,160,183.38,Normal,Night,4.3,0.3,73,6.91,1.0,145.03
136,188,371.66,Normal,Midday,4.18,0.0,116,17.99,1.0,375.7
71,109,71.92,Normal,Late Night,4.93,0.0,168,1.29,1.0,70.72
221,217,498.22,Festival,Midday,4.59,0.1,149,24.67,1.0,457.69
357,121,376.73,Festival,Evening Peak,4.12,0.3,129,15.75,2.162,410.37
210,107,148.75,Monsoon,Morning Peak,4.25,0.3,117,3.87,1.476,151.76
152,148,317.22,Normal,Midday,4.73,0.2,129,12.96,1.0,255.64
252,157,484.26,Normal,Evening Peak,3.91,0.0,124,23.57,1.232,522.5
395,93,476.4,Wedding,Evening Peak,4.88,0.3,142,21.39,3.0,587.06
217,180,193.5,Normal,Morning Peak,4.12,0.2,120,8.17,1.0,187.43
96,215,238.52,Exam,Midday,3.95,0.3,107,10.51,1.0,211.26
101,173,424.55,Normal,Midday,4.73,0.0,100,21.49,1.0,423.33
197,116,481.61,Exam,Morning Peak,4.59,0.1,125,22.6,1.294,464.28
96,201,468.05,Normal,Midday,3.59,0.3,82,22.95,1.0,374.75
128,164,472.13,Normal,Night,4.26,0.0,174,23.75,1.0,458.41
164,158,251.91,Normal,Midday,3.86,0.0,167,13.01,1.0,257.99
198,110,449.32,Monsoon,Midday,4.62,0.0,148,21.68,1.364,502.3
106,95,225.47,Wedding,Late Night,4.99,0.2,154,9.33,1.0,179.53
267,175,463.62,Normal,Morning Peak,4.52,0.2,153,21.11,1.178,402.07
393,103,269.67,Wedding,Evening Peak,4.0,0.1,195,9.34,2.757,472.82
451,161,386.47,Festival,Evening Peak,4.66,0.3,207,15.6,2.063,407.94
231,109,308.6,Festival,Evening Peak,4.28,0.2,93,12.24,1.585,301.23
349,129,488.99,Monsoon,Evening Peak,4.27,0.2,184,22.43,1.993,545.63
169,157,103.21,Normal,Evening Peak,4.11,0.2,93,2.6,1.0,84.12
229,158,483.25,Normal,Morning Peak,4.34,0.3,172,23.77,1.124,402.78
195,215,272.84,Wedding,Midday,4.27,0.1,155,12.09,1.0,259.4
390,101,305.74,Wedding,Evening Peak,3.34,0.1,155,12.55,2.789,540.65
117,159,411.38,Exam,Morning Peak,4.31,0.1,88,20.87,1.0,380.95
331,113,376.4,Wedding,Morning Peak,4.24,0.3,140,16.99,2.146,429.39
113,183,461.55,Normal,Night,4.44,0.3,125,23.89,1.0,357.3
185,142,267.77,Monsoon,Evening Peak,3.5,0.1,82,14.12,1.022,288.93
149,212,287.5,Normal,Midday,4.5,0.0,146,14.41,1.0,287.18
108,181,466.59,Exam,Night,4.31,0.3,130,24.32,1.0,370.91
266,144,504.88,Normal,Evening Peak,4.5,0.3,147,23.23,1.399,423.38
81,69,162.06,Festival,Late Night,3.65,0.1,132,6.01,1.0,141.36
124,126,220.85,Normal,Night,3.81,0.1,134,8.37,1.0,183.63
105,212,313.67,Normal,Midday,3.55,0.0,94,16.01,1.0,339.41
226,136,473.08,Normal,Evening Peak,4.36,0.0,141,23.55,1.27,520.11
224,101,317.47,Wedding,Evening Peak,4.16,0.2,106,14.52,1.652,359.71
147,82,397.96,Monsoon,Night,4.24,0.2,143,18.59,1.355,384.26
282,169,130.13,Normal,Evening Peak,3.74,0.1,171,3.26,1.277,154.99
241,122,318.52,Monsoon,Morning Peak,3.82,0.2,136,13.54,1.487,317.39
141,115,120.13,Festival,Midday,3.3,0.3,96,4.54,1.0,90.53
118,211,177.91,Normal,Midday,3.76,0.0,95,7.26,1.0,183.89
139,159,137.6,Normal,Night,4.04,0.2,170,4.99,1.0,130.1
185,102,147.98,Wedding,Night,4.06,0.2,172,4.98,1.373,185.99
144,160,494.53,Monsoon,Midday,4.27,0.1,99,24.8,1.0,462.6
320,189,232.11,Normal,Evening Peak,4.6,0.0,151,8.16,1.295,244.25
139,87,322.06,Festival,Night,4.02,0.0,121,14.57,1.221,362.81
172,199,57.55,Normal,Midday,4.5,0.2,138,1.48,1.0,63.37
162,210,388.24,Normal,Morning Peak,4.61,0.3,126,20.35,1.0,341.83
171,146,360.82,Normal,Midday,4.76,0.3,185,17.33,1.0,288.62
79,131,152.12,Normal,Night,4.5,0.3,118,6.49,1.0,130.44
319,77,127.04,Monsoon,Evening Peak,4.33,0.3,130,1.87,2.975,315.67
178,175,172.01,Wedding,Midday,3.87,0.3,124,7.59,1.0,148.35
160,123,338.53,Normal,Morning Peak,4.41,0.2,94,16.09,1.019,307.36
198,190,50.0,Normal,Evening Peak,4.15,0.3,124,1.36,1.0,50.0
184,133,119.58,Festival,Night,4.85,0.2,153,2.81,1.077,90.08
334,132,250.94,Wedding,Evening Peak,4.34,0.1,116,10.82,1.872,359.93
205,133,140.55,Monsoon,Midday,4.24,0.2,161,5.22,1.187,140.0
206,143,338.05,Wedding,Morning Peak,4.87,0.3,102,16.16,1.117,283.07
135,186,119.51,Normal,Night,4.11,0.2,161,5.19,1.0,104.59
126,176,483.75,Monsoon,Midday,4.3,0.3,118,24.85,1.0,379.79
129,271,254.21,Normal,Midday,5.0,0.1,152,11.46,1.0,242.58
84,183,112.2,Normal,Night,4.41,0.3,109,4.56,1.0,93.6
85,93,73.37,Normal,Late Night,4.75,0.0,178,2.77,1.0,95.8
210,155,252.97,Normal,Evening Peak,4.9,0.1,106,11.09,1.058,252.56
229,151,419.65,Wedding,Evening Peak,4.08,0.2,112,20.42,1.17,380.77
111,180,221.57,Wedding,Midday,4.66,0.2,77,11.53,1.0,204.49
180,223,155.0,Normal,Morning Peak,4.17,0.3,102,4.39,1.0,121.63
258,133,296.23,Normal,Morning Peak,5.0,0.0,188,12.73,1.463,351.89
300,170,226.29,Normal,Evening Peak,4.88,0.1,183,9.1,1.344,255.2
247,135,305.09,Normal,Morning Peak,4.6,0.2,177,13.04,1.387,295.18
97,149,237.08,Festival,Night,4.72,0.3,95,10.39,1.0,180.22
193,163,368.41,Wedding,Morning Peak,4.02,0.0,111,16.55,1.0,351.64
86,197,381.23,Exam,Midday,4.99,0.2,118,20.29,1.0,327.21
186,119,450.86,Monsoon,Midday,3.94,0.3,126,22.27,1.201,398.94
231,76,393.53,Monsoon,Evening Peak,4.46,0.3,113,18.79,2.213,440.99
102,161,221.43,Normal,Midday,4.01,0.0,93,9.52,1.0,197.05
103,114,214.14,Normal,Night,4.64,0.2,133,11.76,1.0,213.09
100,177,327.98,Normal,Midday,5.0,0.3,114,16.4,1.0,259.71
262,123,190.93,Festival,Evening Peak,4.48,0.2,113,6.28,1.594,226.6
241,139,406.88,Monsoon,Evening Peak,4.43,0.0,98,17.84,1.32,432.27
220,178,366.24,Normal,Morning Peak,4.25,0.0,151,16.59,1.0,338.43
273,141,356.03,Normal,Evening Peak,4.34,0.2,131,16.76,1.461,363.1
246,109,241.34,Normal,Evening Peak,4.17,0.0,123,9.0,1.68,320.25
111,151,344.2,Exam,Night,4.95,0.3,157,15.44,1.0,277.16
101,126,150.74,Normal,Night,4.62,0.2,132,5.75,1.0,114.08
259,110,174.98,Monsoon,Morning Peak,4.16,0.3,146,5.55,1.748,197.59
302,88,439.83,Monsoon,Morning Peak,4.32,0.2,155,19.44,2.488,559.05
111,257,212.82,Normal,Midday,5.0,0.1,125,10.11,1.0,213.59
112,83,272.19,Festival,Late Night,4.41,0.3,175,14.07,1.049,240.49
274,149,218.32,Wedding,Morning Peak,4.88,0.3,134,8.03,1.394,194.48
167,145,150.96,Normal,Evening Peak,4.07,0.2,93,6.66,1.0,133.73
320,143,433.09,Wedding,Evening Peak,4.49,0.2,118,19.72,1.67,451.19
225,172,392.29,Normal,Evening Peak,4.05,0.3,144,20.06,1.027,322.87
246,180,424.56,Normal,Morning Peak,4.09,0.0,160,21.07,1.067,420.48
189,171,429.73,Wedding,Midday,4.62,0.3,162,21.51,1.0,333.05
214,204,249.38,Monsoon,Midday,3.94,0.1,163,10.87,1.0,224.3
183,207,413.24,Exam,Morning Peak,3.82,0.0,158,20.42,1.0,416.22
172,108,238.98,Monsoon,Morning Peak,4.57,0.0,81,9.3,1.22,255.44
321,163,101.0,Wedding,Morning Peak,4.1,0.2,144,2.26,1.485,162.57
254,107,400.7,Monsoon,Evening Peak,4.19,0.2,108,17.54,1.761,421.37
157,144,159.42,Monsoon,Midday,3.58,0.3,150,5.78,1.0,132.82
187,155,286.12,Festival,Midday,3.79,0.3,157,11.84,1.0,215.09
174,259,131.3,Normal,Midday,4.39,0.2,178,4.93,1.0,116.83
300,95,251.04,Wedding,Morning Peak,4.21,0.3,166,10.4,2.301,338.8
147,254,410.85,Normal,Midday,4.66,0.0,129,22.24,1.0,434.11
147,179,305.19,Normal,Morning Peak,3.94,0.3,107,15.72,1.0,243.89
313,177,131.05,Normal,Evening Peak,4.23,0.0,194,4.56,1.346,191.43
222,113,403.5,Festival,Morning Peak,4.32,0.2,115,18.41,1.478,395.58
77,108,438.43,Normal,Night,4.22,0.3,92,21.35,1.0,355.77
198,210,144.1,Normal,Morning Peak,4.54,0.0,122,4.99,1.0,127.62
96,97,387.13,Wedding,Night,3.87,0.1,98,18.86,1.0,361.73
67,162,308.12,Normal,Night,4.5,0.1,89,14.18,1.0,282.96
418,106,358.61,Festival,Evening Peak,4.76,0.1,170,15.5,2.847,586.47
92,157,467.22,Normal,Night,3.97,0.0,95,23.54,1.0,463.15
181,159,72.19,Normal,Morning Peak,4.46,0.3,123,1.88,1.0,59.04
190,193,337.67,Normal,Morning Peak,4.44,0.1,117,16.33,1.0,318.76
126,127,108.57,Monsoon,Midday,4.54,0.2,94,2.96,1.0,89.15
154,215,414.25,Normal,Midday,4.3,0.2,183,19.95,1.0,354.79
137,129,466.73,Wedding,Midday,4.87,0.2,126,22.51,1.0,395.76
293,163,115.57,Normal,Evening Peak,5.0,0.1,131,3.08,1.366,142.96
235,153,78.36,Normal,Morning Peak,4.55,0.1,173,1.62,1.184,92.4
121,188,496.98,Normal,Midday,4.43,0.3,130,23.94,1.0,387.56
116,214,474.15,Normal,Midday,4.31,0.0,106,23.24,1.0,459.26
231,135,496.91,Monsoon,Evening Peak,3.77,0.2,113,23.17,1.305,457.06
78,69,457.54,Wedding,Late Night,3.73,0.3,117,23.55,1.0,378.36
197,110,299.01,Festival,Midday,3.84,0.0,125,13.0,1.358,348.87
148,213,486.5,Normal,Midday,4.41,0.1,146,24.45,1.0,452.75
112,245,439.01,Normal,Midday,4.22,0.0,101,22.42,1.0,436.73
198,189,116.72,Normal,Evening Peak,4.91,0.2,94,3.34,1.0,99.53
172,235,413.13,Exam,Morning Peak,3.3,0.0,160,20.51,1.0,404.04
84,145,379.87,Normal,Late Night,4.32,0.0,164,18.1,1.0,377.05
103,154,82.76,Monsoon,Midday,4.47,0.1,72,4.22,1.0,86.1
136,183,374.13,Normal,Midday,4.66,0.1,145,18.71,1.0,364.39
56,135,276.22,Normal,Late Night,4.36,0.3,98,12.64,1.0,218.97
116,126,446.99,Normal,Night,4.45,0.1,142,21.49,1.0,413.47
300,105,466.25,Normal,Evening Peak,4.37,0.1,184,20.65,2.095,566.04
270,94,507.48,Monsoon,Morning Peak,4.48,0.2,137,23.62,2.103,557.18
225,190,116.18,Normal,Evening Peak,4.29,0.2,141,2.81,1.0,80.27
128,137,377.89,Monsoon,Midday,5.0,0.0,97,18.05,1.0,359.77
124,272,213.6,Normal,Midday,4.53,0.2,109,10.05,1.0,185.53
223,221,424.92,Exam,Morning Peak,4.38,0.3,162,19.62,1.0,325.9
139,200,320.1,Normal,Midday,4.0,0.3,118,15.46,1.0,260.59
201,126,283.54,Wedding,Evening Peak,4.16,0.0,96,12.89,1.224,297.84
150,107,54.03,Monsoon,Midday,4.9,0.3,136,1.1,1.088,53.78
59,101,292.06,Exam,Night,3.31,0.3,91,15.57,1.0,239.69
141,199,224.86,Normal,Morning Peak,4.32,0.1,78,11.09,1.0,223.36
241,149,219.45,Monsoon,Morning Peak,4.29,0.0,107,8.98,1.24,239.96
158,130,482.16,Normal,Evening Peak,4.5,0.3,105,24.73,1.0,384.55
90,112,364.31,Normal,Night,4.41,0.0,130,17.81,1.0,371.9
68,141,296.31,Normal,Late Night,4.91,0.3,129,13.96,1.0,235.04
149,111,419.0,Normal,Evening Peak,4.34,0.2,96,21.85,1.047,377.36
149,146,151.23,Exam,Morning Peak,4.27,0.0,102,6.45,1.0,157.1
46,112,320.22,Normal,Late Night,4.68,0.2,106,15.88,1.0,268.85
180,101,432.91,Festival,Night,4.91,0.0,181,21.66,1.351,485.53
251,143,131.93,Festival,Morning Peak,4.57,0.2,141,3.97,1.336,146.24
264,138,188.48,Normal,Evening Peak,4.7,0.1,171,6.67,1.445,232.76
177,84,114.95,Monsoon,Evening Peak,4.21,0.2,96,2.98,1.573,176.61
162,189,499.21,Normal,Midday,4.35,0.3,150,24.82,1.0,395.49
74,107,321.17,Festival,Late Night,4.89,0.1,105,14.94,1.0,310.64
259,197,311.14,Normal,Morning Peak,4.51,0.2,160,12.75,1.032,246.03
215,88,216.23,Wedding,Evening Peak,4.2,0.1,91,9.12,1.805,318.27
316,160,269.42,Monsoon,Morning Peak,4.31,0.1,205,11.79,1.489,319.02
124,199,392.83,Exam,Midday,4.71,0.3,162,19.62,1.0,301.88
205,104,484.84,Normal,Evening Peak,4.75,0.2,100,23.0,1.482,465.82
98,271,78.17,Normal,Midday,3.96,0.1,107,3.52,1.0,80.42
123,235,179.3,Normal,Midday,4.45,0.3,127,8.19,1.0,139.51
55,135,144.36,Normal,Late Night,4.3,0.0,100,5.54,1.0,145.54
223,137,252.16,Normal,Evening Peak,4.27,0.0,140,11.45,1.247,289.11
319,147,350.18,Monsoon,Evening Peak,4.83,0.1,171,13.73,1.624,396.22
160,216,390.01,Normal,Midday,4.2,0.1,154,18.31,1.0,352.25
178,228,431.16,Normal,Midday,4.07,0.1,143,22.02,1.0,399.32
374,142,345.98,Wedding,Evening Peak,3.97,0.3,130,14.01,1.945,352.54
153,89,281.92,Monsoon,Night,4.23,0.3,179,12.73,1.306,253.44
104,156,311.81,Normal,Midday,4.01,0.2,84,14.82,1.0,264.6
271,130,469.92,Normal,Evening Peak,3.95,0.0,138,22.32,1.563,543.2
256,172,345.61,Normal,Morning Peak,3.94,0.1,183,16.57,1.152,342.15
195,216,399.71,Normal,Morning Peak,3.97,0.1,125,19.9,1.0,365.48
197,146,392.21,Festival,Midday,4.0,0.3,137,18.27,1.054,315.2
162,227,475.33,Normal,Midday,4.46,0.3,173,23.16,1.0,375.8
169,174,439.21,Wedding,Morning Peak,3.52,0.2,74,20.61,1.0,376.85
328,135,220.87,Monsoon,Evening Peak,4.02,0.0,165,9.19,1.803,349.04
135,153,393.95,Festival,Midday,4.26,0.1,85,21.5,1.0,394.44
239,109,271.78,Normal,Evening Peak,4.76,0.3,125,12.22,1.636,297.89
221,193,438.48,Normal,Evening Peak,4.2,0.0,130,21.33,1.0,426.01
315,108,474.06,Monsoon,Evening Peak,4.24,0.2,136,22.74,2.137,556.08
170,251,346.6,Normal,Midday,4.26,0.0,148,17.45,1.0,353.55
113,267,374.01,Normal,Midday,3.57,0.1,102,18.25,1.0,355.22
171,113,126.86,Normal,Evening Peak,4.56,0.3,81,4.39,1.166,108.74
201,206,173.33,Normal,Morning Peak,4.55,0.1,140,8.77,1.0,172.62
121,124,314.73,Monsoon,Night,4.63,0.0,125,14.39,1.0,289.28
109,253,53.89,Normal,Midday,5.0,0.3,100,1.08,1.0,50.0
138,166,448.87,Normal,Midday,3.78,0.2,110,21.33,1.0,383.35
207,123,225.36,Normal,Evening Peak,3.7,0.2,104,9.87,1.284,225.28
171,102,376.82,Festival,Night,4.58,0.3,151,18.36,1.278,327.49
349,118,434.17,Wedding,Morning Peak,4.17,0.2,197,19.46,2.167,503.17
198,136,318.31,Wedding,Morning Peak,3.91,0.2,87,14.15,1.128,278.2
137,180,395.19,Normal,Night,4.19,0.3,172,19.97,1.0,325.66
204,200,341.44,Normal,Morning Peak,4.05,0.1,122,17.38,1.0,316.57
261,149,232.77,Normal,Morning Peak,4.99,0.0,164,9.64,1.333,279.61
166,151,437.61,Festival,Midday,5.0,0.1,141,20.59,1.0,384.75
179,175,328.94,Festival,Midday,3.65,0.0,132,16.27,1.0,333.53
375,116,163.5,Monsoon,Evening Peak,3.71,0.0,145,4.84,2.357,369.16
160,248,374.05,Normal,Midday,4.0,0.3,158,19.55,1.0,320.56
94,84,366.08,Festival,Night,4.02,0.2,94,17.23,1.0,305.01
203,192,207.37,Normal,Evening Peak,3.99,0.2,118,7.83,1.0,172.13
62,96,423.39,Monsoon,Late Night,4.22,0.0,86,21.21,1.0,407.39
167,236,193.52,Normal,Midday,4.12,0.0,180,9.98,1.0,208.03
280,135,328.81,Monsoon,Morning Peak,3.76,0.3,133,14.27,1.556,326.97
77,87,208.56,Normal,Late Night,3.89,0.0,183,9.24,1.0,193.04
178,178,373.78,Normal,Morning Peak,4.92,0.1,125,18.38,1.0,347.18
209,124,354.85,Monsoon,Evening Peak,4.16,0.0,93,14.95,1.286,360.97
261,207,275.26,Normal,Morning Peak,4.14,0.1,197,12.29,1.0,243.79
174,153,95.81,Monsoon,Evening Peak,3.69,0.3,75,1.49,1.0,64.94
113,80,321.8,Festival,Night,4.11,0.0,92,15.57,1.093,346.12
219,128,338.22,Festival,Midday,4.68,0.2,138,15.94,1.304,310.05
157,221,131.54,Normal,Midday,4.54,0.3,172,5.35,1.0,104.35
90,179,227.22,Normal,Midday,4.62,0.0,107,8.98,1.0,221.92
161,209,440.02,Festival,Midday,3.82,0.0,123,22.09,1.0,435.16
132,202,314.61,Normal,Morning Peak,3.81,0.1,78,14.18,1.0,284.55
317,87,302.82,Monsoon,Evening Peak,4.75,0.0,164,11.44,2.634,539.74
111,190,443.23,Normal,Midday,4.63,0.1,127,23.46,1.0,434.41
135,211,416.1,Normal,Midday,4.2,0.1,137,20.49,1.0,390.25
131,162,83.62,Normal,Midday,4.64,0.2,154,3.34,1.0,67.26
93,163,421.34,Normal,Midday,3.82,0.2,110,21.61,1.0,370.59
259,169,147.61,Normal,Morning Peak,3.8,0.2,166,4.59,1.182,147.68
289,126,178.36,Monsoon,Evening Peak,3.65,0.3,114,5.2,1.708,206.55
125,81,90.54,Monsoon,Night,4.44,0.2,142,2.81,1.183,108.64
176,235,282.11,Normal,Midday,4.39,0.1,168,12.55,1.0,263.47
118,198,330.03,Exam,Morning Peak,4.09,0.0,88,16.47,1.0,333.41
313,126,421.99,Normal,Evening Peak,3.99,0.1,161,19.09,1.84,495.61
339,115,97.1,Wedding,Morning Peak,5.0,0.2,183,1.64,2.159,215.58
255,99,150.28,Monsoon,Morning Peak,4.2,0.0,144,5.27,1.899,294.83
203,137,336.99,Monsoon,Evening Peak,4.86,0.1,97,15.91,1.146,344.01
80,245,267.97,Normal,Midday,4.24,0.0,65,13.61,1.0,275.2
226,137,111.43,Normal,Morning Peak,4.1,0.1,174,2.23,1.262,133.1
67,88,475.26,Normal,Late Night,4.87,0.0,129,23.45,1.0,476.78
201,142,415.07,Monsoon,Midday,4.62,0.0,174,19.2,1.1,423.94
106,109,237.5,Normal,Night,4.29,0.2,147,9.61,1.0,198.91
304,99,364.98,Monsoon,Morning Peak,4.75,0.3,155,13.87,2.241,417.92
133,103,224.36,Normal,Night,5.0,0.2,152,9.98,1.011,194.73
213,124,273.93,Monsoon,Midday,4.01,0.0,200,11.93,1.308,313.28
243,223,322.24,Normal,Morning Peak,4.49,0.0,177,15.31,1.0,334.29
163,158,232.94,Normal,Evening Peak,4.14,0.2,88,10.56,1.0,201.46
124,132,338.66,Normal,Night,3.93,0.1,130,15.9,1.0,300.02
238,216,264.8,Normal,Morning Peak,3.92,0.0,150,12.16,1.0,260.1
246,143,368.66,Normal,Evening Peak,4.94,0.1,152,16.77,1.311,369.9
206,103,194.35,Monsoon,Midday,3.57,0.2,140,7.29,1.502,228.81
160,177,133.81,Normal,Evening Peak,4.5,0.3,95,5.11,1.0,95.91
230,192,63.08,Normal,Evening Peak,3.97,0.3,149,1.33,1.0,58.51
199,98,319.54,Monsoon,Morning Peak,5.0,0.0,112,15.45,1.522,399.14
193,140,519.01,Normal,Morning Peak,4.19,0.1,135,24.54,1.074,465.54
209,184,256.76,Wedding,Midday,4.15,0.2,154,11.09,1.0,218.28
61,100,103.06,Exam,Night,4.93,0.0,77,6.1,1.0,136.52
86,132,86.98,Normal,Midday,4.65,0.3,99,1.31,1.0,52.16
185,162,306.83,Normal,Evening Peak,4.52,0.3,100,13.31,1.0,229.13
232,169,494.43,Normal,Morning Peak,4.62,0.1,181,24.82,1.071,466.07
205,78,482.54,Monsoon,Evening Peak,3.87,0.0,96,24.61,1.931,627.92
388,153,113.01,Festival,Evening Peak,4.6,0.1,182,3.43,1.878,224.31
435,96,466.55,Festival,Evening Peak,4.22,0.1,200,20.59,3.0,707.51
168,77,143.17,Monsoon,Night,4.44,0.0,187,5.16,1.623,236.31
168,215,404.06,Normal,Morning Peak,4.49,0.2,108,20.42,1.0,365.11
177,203,444.92,Monsoon,Midday,3.86,0.3,166,21.49,1.0,351.86
57,107,60.35,Monsoon,Late Night,4.54,0.0,101,1.19,1.0,61.83
291,118,201.97,Festival,Morning Peak,4.23,0.3,150,6.69,1.826,235.64
332,95,129.7,Wedding,Evening Peak,3.8,0.2,152,2.36,2.534,294.63
244,100,253.85,Monsoon,Evening Peak,4.24,0.3,122,12.97,1.806,297.69
171,181,94.16,Normal,Evening Peak,4.31,0.3,107,1.64,1.0,71.8
130,273,304.47,Normal,Midday,4.54,0.1,151,16.03,1.0,304.16
132,173,313.63,Normal,Morning Peak,3.34,0.1,91,14.4,1.0,283.29
315,110,277.84,Normal,Evening Peak,4.46,0.1,158,10.11,2.1,393.05
228,186,287.17,Exam,Morning Peak,4.1,0.2,163,12.08,1.0,237.9
190,147,526.07,Normal,Evening Peak,4.62,0.1,102,24.76,1.015,476.07
152,104,132.89,Monsoon,Midday,4.3,0.3,117,5.02,1.129,107.34
109,246,386.85,Normal,Midday,4.17,0.3,104,18.54,1.0,308.75
158,158,374.22,Normal,Midday,4.23,0.3,171,16.49,1.0,282.88
176,78,378.8,Wedding,Night,4.43,0.0,200,16.93,1.674,469.71
131,173,200.34,Wedding,Midday,4.66,0.3,84,9.3,1.0,170.98
181,107,155.33,Normal,Evening Peak,3.94,0.1,100,6.2,1.289,190.24
82,169,324.85,Normal,Night,4.16,0.2,108,16.62,1.0,298.99
282,138,477.56,Normal,Evening Peak,4.89,0.2,133,22.91,1.535,474.94
58,84,491.08,Normal,Late Night,4.16,0.3,95,24.42,1.0,389.3
127,159,266.38,Normal,Morning Peak,4.45,0.3,76,12.54,1.0,213.26
76,102,256.1,Normal,Night,3.81,0.0,86,11.21,1.0,244.36
145,228,221.35,Exam,Midday,3.61,0.3,175,9.37,1.0,168.36
150,96,439.21,Festival,Night,3.88,0.3,129,20.44,1.198,362.73
144,101,154.57,Wedding,Night,4.02,0.3,153,7.13,1.104,146.81
157,186,273.42,Monsoon,Midday,4.72,0.0,134,13.31,1.0,267.65
103,205,179.92,Normal,Midday,4.76,0.2,101,9.28,1.0,173.48
304,89,492.64,Wedding,Evening Peak,3.53,0.3,119,22.02,2.477,545.64
141,182,174.44,Normal,Morning Peak,4.08,0.2,95,7.78,1.0,155.3
250,92,346.32,Wedding,Evening Peak,4.58,0.0,121,17.48,1.996,523.59
139,222,318.71,Normal,Morning Peak,4.26,0.0,104,15.13,1.0,327.86
72,96,180.5,Normal,Night,4.9,0.3,73,8.88,1.0,158.98
104,139,151.8,Wedding,Midday,4.57,0.0,71,7.11,1.0,178.47
241,123,409.01,Festival,Evening Peak,4.19,0.0,106,20.29,1.476,492.63
253,92,296.08,Wedding,Morning Peak,4.23,0.2,123,13.25,2.018,390.86
218,112,351.33,Wedding,Midday,4.28,0.1,190,15.68,1.466,385.19
133,259,480.73,Normal,Midday,3.96,0.2,153,24.09,1.0,413.03
145,136,239.35,Normal,Midday,4.68,0.3,160,10.55,1.0,193.0
217,216,450.3,Normal,Morning Peak,4.6,0.0,118,20.54,1.0,430.38
105,145,331.0,Festival,Night,4.48,0.3,110,16.33,1.0,261.73
280,81,326.74,Monsoon,Morning Peak,4.4,0.2,153,15.24,2.503,475.47
279,183,112.16,Normal,Evening Peak,3.89,0.0,124,2.31,1.177,128.49
215,112,483.92,Festival,Midday,4.5,0.3,140,22.9,1.447,445.75
206,176,190.81,Monsoon,Midday,4.35,0.3,178,6.49,1.0,133.48
231,171,282.16,Normal,Morning Peak,5.0,0.2,144,12.36,1.056,253.55
295,86,439.27,Monsoon,Evening Peak,3.78,0.3,139,19.05,2.486,497.05
116,111,286.43,Festival,Midday,4.01,0.0,78,13.54,1.0,281.1
280,158,59.41,Wedding,Morning Peak,3.67,0.3,139,1.1,1.348,79.14
106,147,475.81,Normal,Midday,4.21,0.0,86,23.78,1.0,478.63
184,118,105.71,Normal,Morning Peak,3.6,0.3,126,1.49,1.198,88.83
267,216,127.85,Normal,Morning Peak,4.77,0.2,205,3.16,1.0,78.86
196,120,188.87,Normal,Morning Peak,4.74,0.0,144,6.38,1.25,217.97
132,272,323.37,Exam,Midday,4.24,0.3,165,15.38,1.0,255.69
225,137,508.94,Normal,Evening Peak,3.89,0.1,106,24.31,1.257,501.31
208,100,484.17,Monsoon,Midday,3.69,0.0,193,23.14,1.557,559.62
136,147,325.52,Normal,Midday,4.02,0.0,130,16.63,1.0,343.3
135,134,359.98,Normal,Morning Peak,4.55,0.0,76,18.8,1.0,368.75
275,117,399.58,Normal,Evening Peak,3.99,0.1,156,18.09,1.746,475.04
162,117,348.07,Festival,Midday,5.0,0.2,108,17.49,1.077,309.69
380,101,447.51,Festival,Evening Peak,4.9,0.3,139,20.5,2.72,553.67
171,169,222.81,Normal,Evening Peak,4.3,0.1,104,9.16,1.0,207.12
346,124,197.27,Wedding,Evening Peak,4.12,0.3,134,6.31,2.051,252.44
164,151,201.5,Normal,Midday,4.07,0.1,166,9.34,1.0,198.67
143,262,93.19,Normal,Midday,4.94,0.1,128,2.17,1.0,75.88
87,192,479.01,Normal,Midday,4.04,0.3,87,24.21,1.0,372.03
91,123,346.91,Normal,Night,4.67,0.3,113,18.75,1.0,286.85
196,170,181.52,Wedding,Evening Peak,4.31,0.3,75,6.12,1.0,127.83
156,193,170.3,Normal,Midday,4.59,0.2,174,7.14,1.0,145.97
46,126,463.75,Normal,Late Night,3.97,0.0,78,24.82,1.0,483.29
84,151,402.14,Normal,Midday,4.17,0.1,67,19.43,1.0,366.11
246,136,273.89,Festival,Midday,4.29,0.0,208,11.22,1.372,311.97
142,128,139.81,Normal,Morning Peak,4.05,0.3,95,5.96,1.0,101.4
118,173,87.35,Monsoon,Midday,4.8,0.3,93,1.97,1.0,65.84
96,168,351.63,Normal,Night,3.99,0.1,107,17.06,1.0,323.25
